case_id,borrower_name,age,occupation,employer_business,employment_business_vintage_years,annual_income_lakh,existing_emi_inr,credit_score,loan_product,loan_purpose,loan_amount_inr,tenure_years,interest_rate_percent,primary_property_pdf,city,locality,property_type,property_address,building_society,flat_house_number,bedrooms,carpet_area_sqft,builtup_area_sqft,floor,total_floors,property_age_years,parking,occupancy,condition,sale_deed_status,property_card_status,share_certificate_status,building_plan_status,occupancy_certificate_status,property_tax_status,encumbrance_security_interest_status,owner_consistency,address_consistency,property_id_consistency,area_consistency,property_type_consistency,document_completeness,exceptions,comparable_count,average_comparable_rate_inr_sqft,adjusted_comparable_rate_inr_sqft,indicative_value_inr,indicative_value_low_inr,indicative_value_high_inr,valuation_confidence,ltv_percent,collateral_coverage_x,collateral_assessment,valuer_status,valuer_assessed_value_inr,valuer_override_reason,credit_review_status,data_classification,data_note
CLIQ-02511,Aditya More,34,Government Employee,Professional Practice,1,6.34,13900,807,Loan Against Property (LAP),Education,18300000,7,9.85,Simulated - property information source,Mumbai,Dadar West,Apartment / Flat,"852, Dadar West, Mumbai, Maharashtra",Sunrise Apartments,902,3,890,1080,16,26,5,1 Open,Vacant,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,66500,66200,58900000,56800000,62400000,High,31.1,3.22,LOW - REVIEW COMPLETE,Completed,59300000,Condition/marketability adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02512,Priya Bansal,36,Self-Employed Professional,Manufacturing Business,11,25.66,41800,710,Home Loan,Balance Transfer,13000000,25,11.6,Simulated - property information source,Thane,Ghodbunder Road,Apartment / Flat,"301, Ghodbunder Road, Thane, Maharashtra",Shree Residency,701,3,710,830,3,21,37,1 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Pending,No charge indicated in submitted document,Exception,Pass,Pass,Pass,Pass,Complete,Owner mismatch,7,28100,28900,20500000,19800000,21400000,High,63.4,1.58,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02513,Arjun Malhotra,29,Business Owner,Professional Practice,6,10.75,19400,770,Home Loan,Construction,32400000,20,9.8,Simulated - property information source,Mumbai,Wadala,Villa,"355, Wadala, Mumbai, Maharashtra",Sai Enclave,House-89,2,1240,1430,10,11,8,2 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,7,45900,45900,56900000,54300000,58900000,High,56.9,1.76,MEDIUM - REVIEW REQUIRED,Completed,55200000,No material adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02514,Aarav Shah,23,Government Employee,Trading Business,2,14.53,31700,833,Loan Against Property (LAP),Medical/Personal Need,14400000,15,8.46,Simulated - property information source,Thane,Balkum,Apartment / Flat,"236, Balkum, Thane, Maharashtra",Sunrise Apartments,605,4,1180,1400,18,25,21,1 Open,Vacant,Average,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,23100,23000,27100000,25600000,28100000,High,53.1,1.88,LOW - REVIEW COMPLETE,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02515,Siddharth Malhotra,37,Self-Employed Professional,Manufacturing Business,9,23.26,40800,703,Loan Against Property (LAP),Education,15600000,15,9.18,Simulated - property information source,Mumbai,Wadala,Apartment / Flat,"787, Wadala, Mumbai, Maharashtra",Sunrise Apartments,109,3,690,850,11,25,14,1 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Pending,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,45800,46500,32100000,31100000,33900000,High,48.6,2.06,LOW - REVIEW COMPLETE,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02516,Karan Gupta,23,Self-Employed Professional,Private Company,10,31.22,74600,738,Loan Against Property (LAP),Medical/Personal Need,8700000,20,10.56,Simulated - property information source,Thane,Kalwa,Apartment / Flat,"603, Kalwa, Thane, Maharashtra",Shree Residency,104,4,670,850,10,15,5,2 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,7,24600,25000,16800000,16100000,17400000,Medium,51.8,1.93,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02517,Neha Sharma,31,Government Employee,Manufacturing Business,8,7.68,6700,724,Home Loan,Construction,18800000,25,9.11,Simulated - property information source,Thane,Thane West,Apartment / Flat,"170, Thane West, Thane, Maharashtra",Sunrise Apartments,908,3,1680,1940,18,18,27,2 Covered,Tenant-occupied,Excellent,Uploaded,Uploaded,Pending,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Exception,Pass,Pass,Pass,Pass,Incomplete,Owner mismatch; Document completeness review,8,30400,29900,50200000,48500000,52800000,High,37.5,2.67,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02518,Aditya Pawar,39,Salaried,Government Department,12,14.78,16100,821,Loan Against Property (LAP),Debt Consolidation,20600000,15,10.42,Simulated - property information source,Thane,Naupada,Apartment / Flat,"114, Naupada, Thane, Maharashtra",Sai Enclave,609,3,1360,1620,2,6,34,2 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Exception,Pass,Pass,Complete,Property identification mismatch,5,29500,29200,39700000,38100000,41800000,High,51.9,1.93,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02519,Kavya Shah,49,Government Employee,Government Department,17,19.2,42400,773,Home Loan,Construction,6100000,25,8.8,Simulated - property information source,Thane,Kopri,Apartment / Flat,"650, Kopri, Thane, Maharashtra",Ocean View CHS,605,4,720,850,15,17,1,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,25600,26400,19000000,18200000,19600000,High,32.1,3.11,LOW - REVIEW COMPLETE,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02520,Sneha Pawar,55,Government Employee,Private Company,13,10.71,19700,794,Home Loan,Purchase of Residential Property,6100000,15,9.46,Simulated - property information source,Thane,Balkum,Apartment / Flat,"257, Balkum, Thane, Maharashtra",Ocean View CHS,509,1,580,700,2,20,13,1 Open,Vacant,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,8,23400,23000,13300000,12700000,14200000,High,45.9,2.18,MEDIUM - REVIEW REQUIRED,Completed,13000000,Comparable selection adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02521,Kavya Joshi,56,Business Owner,Government Department,8,27.7,56800,753,Home Loan,Purchase of Residential Property,33800000,25,8.71,Simulated - property information source,Thane,Manpada,Apartment / Flat,"583, Manpada, Thane, Maharashtra",Green Heights,802,4,1750,2150,18,24,4,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,28900,29500,51600000,49300000,54000000,High,65.5,1.53,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02522,Priya Iyer,50,Government Employee,Professional Practice,16,7.94,18000,763,Home Loan,Balance Transfer,21300000,30,9.57,Simulated - property information source,Thane,Manpada,Apartment / Flat,"426, Manpada, Thane, Maharashtra",Sunrise Apartments,209,2,1340,1690,14,24,30,1 Open,Vacant,Average,Uploaded,Uploaded,Pending,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Exception,Pass,Complete,Area inconsistency,6,28900,28700,38500000,36300000,39800000,Low,55.3,1.81,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02523,Priya Agarwal,37,Business Owner,Manufacturing Business,3,5.74,4300,846,Loan Against Property (LAP),Medical/Personal Need,18000000,10,11.26,Simulated - property information source,Mumbai,Andheri East,Apartment / Flat,"295, Andheri East, Mumbai, Maharashtra",Sunrise Apartments,408,2,1210,1400,8,26,10,None,Tenant-occupied,Good,Uploaded,Uploaded,Not Applicable,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,6,43100,43900,53100000,50400000,55200000,High,33.9,2.95,LOW - REVIEW COMPLETE,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02524,Isha Iyer,48,Business Owner,Manufacturing Business,1,11.87,11800,728,Loan Against Property (LAP),Debt Consolidation,50000000,20,11.29,Simulated - property information source,Mumbai,Worli,Apartment / Flat,"151, Worli, Mumbai, Maharashtra",Green Heights,503,2,1560,1910,15,27,12,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,7,73500,73700,115000000,109800000,118600000,High,43.5,2.3,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02525,Neha Deshmukh,43,Salaried,Professional Practice,7,22.6,25700,739,Loan Against Property (LAP),Education,43400000,7,11.47,Simulated - property information source,Mumbai,Prabhadevi,Apartment / Flat,"853, Prabhadevi, Mumbai, Maharashtra",Ocean View CHS,302,4,900,1070,11,26,8,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,75000,77000,69300000,67000000,72200000,Medium,62.6,1.6,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02526,Aditya Mehta,34,Salaried,Manufacturing Business,6,17.03,39800,742,Loan Against Property (LAP),Education,17700000,20,10.14,Simulated - property information source,Thane,Naupada,Apartment / Flat,"375, Naupada, Thane, Maharashtra",Green Heights,307,2,1540,1940,14,31,1,1 Covered,Tenant-occupied,Average,Uploaded,Uploaded,Pending,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,30100,30400,46800000,45300000,48700000,High,37.8,2.64,LOW - REVIEW COMPLETE,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02527,Nikhil Malhotra,39,Salaried,Trading Business,17,28.17,61800,713,Home Loan,Purchase of Residential Property,20000000,25,8.66,Simulated - property information source,Mumbai,Parel,Apartment / Flat,"931, Parel, Mumbai, Maharashtra",Sai Enclave,704,4,1070,1250,15,26,39,1 Covered,Vacant,Good,Uploaded,Uploaded,Pending,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,5,58600,59200,63300000,60500000,65800000,High,31.6,3.17,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02528,Nikhil Patil,38,Salaried,Private Company,5,47.28,108500,799,Loan Against Property (LAP),Medical/Personal Need,4700000,10,10.03,Simulated - property information source,Thane,Balkum,Apartment / Flat,"223, Balkum, Thane, Maharashtra",Sunrise Apartments,305,2,570,720,18,25,13,None,Self-occupied,Excellent,Uploaded,Pending,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,22900,22500,12800000,12300000,13400000,High,36.7,2.72,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02529,Meera Chaudhari,23,Self-Employed Professional,Private Company,18,18.0,46000,713,Loan Against Property (LAP),Education,18900000,15,8.29,Simulated - property information source,Thane,Manpada,Villa,"745, Manpada, Thane, Maharashtra",Ocean View CHS,House-83,1,1420,1630,2,9,19,1 Covered,Tenant-occupied,Needs Review,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Pending,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,31200,30600,43500000,41000000,45200000,High,43.4,2.3,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02530,Priya Sharma,40,Self-Employed Professional,Manufacturing Business,3,19.02,40000,710,Loan Against Property (LAP),Business Expansion,11500000,20,8.64,Simulated - property information source,Thane,Wagle Estate,Apartment / Flat,"535, Wagle Estate, Thane, Maharashtra",Sunrise Apartments,202,2,1060,1310,8,27,11,1 Open,Vacant,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,6,27800,27600,29300000,28400000,30300000,High,39.2,2.55,MEDIUM - REVIEW REQUIRED,Completed,30000000,Comparable selection adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02531,Priya Kapoor,45,Business Owner,Private Company,12,16.91,35500,843,Loan Against Property (LAP),Education,6700000,7,10.62,Simulated - property information source,Thane,Thane West,Apartment / Flat,"224, Thane West, Thane, Maharashtra",Sunrise Apartments,504,3,700,840,5,31,10,None,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Exception,Mostly Complete,Property type inconsistency; Document completeness review,5,27400,27300,19100000,18200000,19900000,High,35.1,2.85,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02532,Kavya Pawar,31,Salaried,Manufacturing Business,4,21.06,16100,796,Loan Against Property (LAP),Business Expansion,5700000,10,8.49,Simulated - property information source,Thane,Manpada,Apartment / Flat,"611, Manpada, Thane, Maharashtra",Sai Enclave,107,3,640,800,18,22,26,1 Open,Vacant,Good,Uploaded,Uploaded,Not Applicable,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Exception,Pass,Mostly Complete,Area inconsistency; Document completeness review; Security-interest verification pending,8,28100,28600,18300000,17500000,19400000,Low,31.1,3.21,HIGH - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02533,Sneha Deshmukh,35,Self-Employed Professional,Professional Practice,4,30.46,49000,707,Home Loan,Purchase of Residential Property,39700000,30,9.51,Simulated - property information source,Mumbai,Sion,Independent House,"108, Sion, Mumbai, Maharashtra",Ocean View CHS,House-87,2,2220,2570,13,25,8,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Pending,No charge indicated in submitted document,Exception,Pass,Pass,Pass,Pass,Mostly Complete,Owner mismatch; Document completeness review,6,44500,43500,96600000,91000000,102200000,High,41.1,2.43,MEDIUM - REVIEW REQUIRED,Completed,98400000,Comparable selection adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02534,Kavya Joshi,43,Government Employee,Professional Practice,13,24.89,23100,734,Home Loan,Construction,6700000,30,11.68,Simulated - property information source,Thane,Vartak Nagar,Apartment / Flat,"743, Vartak Nagar, Thane, Maharashtra",Sunrise Apartments,704,3,770,930,2,8,11,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Exception,Pass,Pass,Complete,Property identification mismatch,8,28800,29000,22300000,21200000,23300000,High,30.0,3.33,MEDIUM - REVIEW REQUIRED,Completed,22800000,Comparable selection adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02535,Aarav Joshi,48,Salaried,Trading Business,5,18.65,13000,758,Loan Against Property (LAP),Medical/Personal Need,17400000,10,9.63,Simulated - property information source,Mumbai,Wadala,Apartment / Flat,"76, Wadala, Mumbai, Maharashtra",Ocean View CHS,702,2,750,920,10,16,4,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,5,49600,48700,36500000,34500000,38400000,High,47.7,2.1,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
